CycID	BH.Q	ADJ.P	PER	LAG	AMP
1500015A07RIK	1	0.710362661526393	24	6	0.12155872675378
1500015L24RIK	1	0.859241172625395	20	16	0.149334234672178
1500015O10RIK	1	1	20	14	0.302284613423343
1500017E21RIK	1	0.385279521298535	20	6	0.136270083336365
1500026H17RIK	1	1	20	8	0.0458498643523075
1600002D24RIK	1	1	20	0	0.0161467833483948
1600002H07RIK	1	1	20	10	0.245001893079421
1600002K03RIK	1	1	28	22	0.621539789595164
1600010M07RIK	1	1	28	24	0.0444105484992023
1600012H06RIK	1	0.385279521298535	20	8	0.353963512526362
1600014C10RIK	1	1	28	10	0.886499771573575
1600014C23RIK	1	0.710362661526393	28	26	0.17523520251365
1600014K23RIK	1	1	0	0	0
1600015I10RIK	1	1	0	0	0
1600019K03RIK	1	1	0	0	0
1600020E01RIK	1	1	20	6	0.810503470265548
1600023N17RIK	1	1	28	18	0.102470379195649
1600025M17RIK	1	1	0	0	0
1600027J07RIK	1	1	0	0	0
1600029I14RIK	1	1	24	6	0.246411156894326
1600029O15RIK	1	1	20	4	0.0544475757047548
1700001C02RIK	1	0.153711924959646	24	4	0.636148615694478
1700001C19RIK	1	0.1746998305733	24	8	0.0339980475928398
1700001D01RIK	1	1	0	0	0
1700001F09RIK	1	0.710362661526393	24	14	0.0283059087149662
1700001G01RIK	1	1	0	0	0
1700001G11RIK	1	1	20	4	0.117832097240231
1700001G17RIK	1	1	28	20	0.246016591310424
1700001J03RIK	1	1	20	8	0.0435410546457163
1700001J11RIK	1	0.195687736186953	24	22	0.0152737893163419
1700001K19RIK	1	1	28	20	0.140696571786593
1700001K23RIK	1	1	28	16	0.0414987534849542
1700001L05RIK	1	0.119750703967856	24	8	0.0960441927682252
1700001L19RIK	1	0.859241172625395	24	2	0.336250487657639
1700001O22RIK	0.862640188522739	0.0708296121275345	24	10	0.31576843263379
1700001P01RIK	1	1	28	24	0.102509128647258
1700003C15RIK	1	1	0	0	0
1700003D09RIK	1	1	20	14	0.0593162710582671
1700003E16RIK	1	1	24	22	0.924259273688938
1700003E24RIK	1	1	0	0	0
1700003F12RIK	1	0.195687736186953	24	8	0.430041131114222
1700003G13RIK	1	1	0	0	0
1700003G18RIK	1	1	24	22	0.00635123310861757
1700003H04RIK	1	1	0	0	0
1700003I22RIK	1	1	0	0	0
1700003L19RIK	1	1	0	0	0
1700003M02RIK	1	0.583353997123441	24	0	0.357718249534463
1700003M07RIK	1	1	24	6	1.03188092578553
1700003P14RIK	1	1	0	0	0
1700006A11RIK	1	1	0	0	0
1700006E09RIK	1	1	0	0	0
1700006F04RIK	1	1	0	0	0
1700006H21RIK	1	1	0	0	0
1700007B14RIK	1	1	20	10	0.0120684389218842
1700007F19RIK	1	0.529559216305962	20	0	0.0108217601691777
1700007G11RIK	1	0.583353997123441	24	0	0.303582154366821
1700007J10RIK	1	1	20	14	0.0286254502693844
1700007K09RIK	1	1	28	4	0.0722535851152038
1700007K13RIK	0.862640188522739	0.0708296121275345	24	0	1.57862296006678
1700007L15RIK	1	0.583353997123441	28	2	0.201579172753536
1700007P06RIK	1	1	0	0	0
1700008C04RIK	1	1	0	0	0
1700008J07RIK	1	1	28	24	0.0696196123552839
1700008K24RIK	1	1	28	8	0.0336729198948502
1700008O03RIK	1	0.195687736186953	24	6	0.119189919036804
1700008P02RIK	1	1	0	0	0
1700009C05RIK	1	1	20	2	0.0203900604316172
1700009J07RIK	1	0.136731314463751	28	22	0.0164574153573701
1700009N14RIK	1	1	0	0	0
1700010B08RIK	1	1	28	10	0.0173285709117919
1700010D01RIK	1	1	0	0	0
1700010I02RIK	1	1	0	0	0
1700010I14RIK	1	1	24	22	0.122522513296537
1700010J16RIK	1	1	0	0	0
1700010K23RIK	0.251546664257078	0.000826572461207847	20	0	0.542460502721166
1700011A15RIK	1	1	0	0	0
1700011B04RIK	1	1	0	0	0
1700011C11RIK	1	1	0	0	0
1700011E24RIK	1	1	24	18	0.00835439590904094
1700011H14RIK	1	1	20	0	0.0149928557921765
1700011I03RIK	1	0.153711924959646	28	8	0.0995776053538144
1700011L22RIK	1	1	20	14	0.0196584170451234
1700011M02RIK	1	1	28	20	0.0555994526513076
1700012A03RIK	1	1	0	0	0
1700012B07RIK	1	1	0	0	0
1700012B09RIK	1	0.859241172625395	24	6	0.716433519630398
1700012C14RIK	1	0.710362661526393	28	10	0.0982263242949669
1700012D01RIK	1	1	20	14	0.129458523713196
1700012D14RIK	1	1	20	14	0.0939939366561748
1700012D16RIK	1	1	0	0	0
1700012H19RIK	1	1	0	0	0
1700012I11RIK	1	1	0	0	0
1700012L04RIK	1	1	28	24	0.0147529344613199
1700012P22RIK	1	1	28	4	0.015595027927035
1700013D24RIK	1	1	0	0	0
1700013F07RIK	1	1	24	0	0.400392143779071
1700013G24RIK	1	1	0	0	0
1700013H16RIK	1	1	28	8	0.00752114127809071
1700015E13RIK	1	0.710362661526393	20	2	0.033871227991634
1700015F17RIK	1	0.136731314463751	20	16	0.0719938117614654
1700015G11RIK	1	1	0	0	0
1700016C15RIK	1	1	28	8	0.0307447907139567
1700016D06RIK	1	1	28	16	0.0227648785562322
1700016G22RIK	1	1	0	0	0
1700016H13RIK	1	1	24	12	0.0158838103364715
1700016K19RIK	1	0.385279521298535	24	2	0.630958451920568
1700016L04RIK	1	0.859241172625395	20	16	0.0174462334801813
1700016L21RIK	1	1	0	0	0
1700016P04RIK	1	1	0	0	0
1700017B05RIK	1	1	28	8	0.161496117755196
1700017D01RIK	1	1	0	0	0
1700017G19RIK	1	1	0	0	0
1700017J07RIK	1	1	28	8	0.0703047988262537
1700017L05RIK	1	1	0	0	0
1700017N19RIK	1	1	28	0	0.0198787515181412
1700018A04RIK	1	1	0	0	0
1700018B08RIK	1	1	0	0	0
1700018B24RIK	1	1	0	0	0
1700018C11RIK	1	1	24	6	0.0292561188075247
1700018F24RIK	1	1	28	0	0.0158866387635963
1700018G05RIK	1	1	28	10	0.0871247478303381
1700018L02RIK	1	1	20	18	0.242459844201055
1700019A02RIK	1	1	20	6	0.0282572597684206
1700019B03RIK	1	0.475764435488483	28	24	0.007516545084013
1700019B21RIK	1	1	0	0	0
1700019C18RIK	1	1	0	0	0
1700019D03RIK	1	0.119750703967856	24	16	0.770117066458081
1700019E08RIK	1	1	0	0	0
1700019G17RIK	0.438222510344899	0.00829789605146629	24	2	1.14832019944352
1700019G24RIK	1	0.153711924959646	24	4	0.239660408454338
1700019L03RIK	1	1	24	6	0.233075123001147
1700019M22RIK	1	1	0	0	0
1700019N19RIK	1	0.859241172625395	24	16	0.0297149603978366
1700019O17RIK	1	1	20	6	0.00551355906028493
1700020A23RIK	1	0.195687736186953	20	8	0.114554480532736
1700020D05RIK	1	1	28	20	0.154555157591068
1700020D14RIK	1	1	0	0	0
1700020G17RIK	1	1	0	0	0
1700020I14RIK	1	1	20	18	2.82814428203372
1700020L24RIK	1	1	28	0	0.185452895501796
1700020M21RIK	1	1	0	0	0
1700020N01RIK	1	0.945897051104224	24	12	0.00708238152036446
1700020N15RIK	1	1	0	0	0
1700020N18RIK	1	0.583353997123441	28	12	0.0490751905133337
1700021F05RIK	0.950645744712646	0.0925030711091867	24	8	1.16927177337007
1700021F07RIK	1	1	0	0	0
1700021K19RIK	0.438222510344899	0.00829789605146629	24	18	0.883317791058235
1700021N21RIK	0.785364429348212	0.0537425917725344	28	2	0.125596306474355
1700022A21RIK	1	1	0	0	0
1700022A22RIK	1	1	0	0	0
1700022E09RIK	1	1	0	0	0
1700022H01RIK	1	1	20	10	0.0691230466181957
1700022H16RIK	1	1	0	0	0
1700022I11RIK	1	1	24	0	0.00888918076765233
1700023C21RIK	1	1	0	0	0
1700023F02RIK	1	1	0	0	0
1700023F06RIK	0.30628414406384	0.00188707063211928	24	4	0.578130504298121
1700024B18RIK	1	1	0	0	0
1700024F13RIK	1	0.309738885900378	28	16	0.109096676842148
1700024G13RIK	1	1	28	4	1.31145680493107
1700024I08RIK	1	1	0	0	0
1700024N05RIK	1	1	0	0	0
1700024P04RIK	1	1	0	0	0
1700024P16RIK	1	0.309738885900378	20	4	0.0435755968119772
1700025B11RIK	1	1	0	0	0
1700025C18RIK	1	1	0	0	0
1700025F22RIK	1	1	0	0	0
1700025F24RIK	1	0.945897051104224	24	8	0.0261331109977362
1700025G04RIK	1	0.195687736186953	28	10	0.707050212644054
1700025J12RIK	1	1	0	0	0
1700025K24RIK	1	1	0	0	0
1700025M24RIK	1	1	0	0	0
1700025N23RIK	1	1	0	0	0
1700026D08RIK	1	0.247148491874073	24	4	0.607715852022967
1700026D11RIK	1	1	0	0	0
1700026F02RIK	1	1	0	0	0
1700026J14RIK	1	0.195687736186953	24	6	0.164930535391419
1700026L06RIK	1	0.710362661526393	24	6	0.247777994302359
1700027A15RIK	1	1	0	0	0
1700027F06RIK	1	1	0	0	0
1700027F09RIK	1	1	0	0	0
1700027H10RIK	1	0.247148491874073	24	18	0.403821611667826
1700027I24RIK	1	1	0	0	0
1700027J07RIK	1	0.784801917075894	24	6	0.0122820205251416
1700028B04RIK	1	0.529559216305962	20	6	0.0530501205730958
1700028D13RIK	1	1	0	0	0
1700028E10RIK	1	1	28	26	0.0346461109577973
1700028I16RIK	1	1	20	6	0.0179565524441637
1700028J19RIK	1	0.859241172625395	24	6	0.0759517535808095
1700028K03RIK	1	0.385279521298535	24	6	0.124226640639196
1700028M03RIK	1	1	0	0	0
1700028P14RIK	1	0.309738885900378	24	0	0.402379113834205
1700028P15RIK	1	1	0	0	0
1700029B22RIK	1	1	0	0	0
1700029F12RIK	1	1	0	0	0
1700029H14RIK	1	1	28	24	0.0108967983407972
1700029I15RIK	1	0.475764435488483	28	26	0.670398039748029
1700029J03RIK	1	1	0	0	0
1700029J07RIK	1	0.309738885900378	24	6	0.242615407692916
1700029M20RIK	1	1	20	10	0.00491751754121935
1700029N11RIK	1	1	0	0	0
1700029P11RIK	1	1	24	0	0.0231547772353785
1700030A11RIK	1	1	28	0	0.0239266549977217
1700030C10RIK	1	0.119750703967856	24	8	0.137767028392137
1700030F04RIK	1	1	0	0	0
1700030F18RIK	1	0.859241172625395	0	0	0
1700030J22RIK	1	0.247148491874073	24	20	0.198138391156282
1700030K09RIK	1	1	24	0	0.307428815256475
1700030L20RIK	1	1	24	22	0.144483128599847
1700030M09RIK	1	1	0	0	0
1700030N03RIK	1	1	0	0	0
1700030O20RIK	1	1	0	0	0
1700031A10RIK	1	1	0	0	0
1700031F05RIK	1	1	0	0	0
1700031M16RIK	1	1	0	0	0
1700031P21RIK	1	1	0	0	0
1700034E13RIK	1	1	0	0	0
1700034G24RIK	1	0.195687736186953	24	2	0.0310647565324436
1700034H15RIK	1	1	28	20	0.0360313331421416
1700034I23RIK	1	0.247148491874073	28	24	0.0240480652320514
1700034J05RIK	1	1	0	0	0
1700034K08RIK	1	1	0	0	0
1700034O15RIK	1	1	0	0	0
1700034P13RIK	0.862640188522739	0.0708296121275345	24	18	0.852240448025086
1700036G14RIK	1	1	0	0	0
1700037C18RIK	1	0.309738885900378	24	6	0.400986113475267
1700037H04RIK	1	1	28	0	2.88209652943825
1700039E15RIK	1	1	0	0	0
1700039E22RIK	1	1	0	0	0
1700040L02RIK	0.950645744712646	0.0925030711091867	24	6	0.365142870736921
1700041A01RIK	1	1	0	0	0
1700041C23RIK	1	1	0	0	0
1700041M19RIK	1	1	0	0	0
1700042G07RIK	1	1	0	0	0
1700042G15RIK	1	1	0	0	0
1700042O10RIK	1	1	20	6	0.0155178118665294
1700044C05RIK	1	1	0	0	0
1700044K03RIK	1	1	0	0	0
1700045H11RIK	1	1	0	0	0
1700046C09RIK	1	1	0	0	0
1700047A11RIK	1	1	0	0	0
1700047E10RIK	1	1	28	20	0.0402883988075972
1700047G03RIK	1	1	0	0	0
1700047I17RIK2	1	0.247148491874073	20	12	0.341840166762918
1700047L14RIK	1	1	0	0	0
1700047M11RIK	0.637611325328432	0.0300656289114039	20	10	1.37517419698379
1700048M11RIK	1	1	28	20	0.130683232658211
1700048O20RIK	0.862640188522739	0.0708296121275345	20	10	0.5692085844865
1700049E15RIK	1	1	0	0	0
1700049E22RIK	1	1	0	0	0
1700049G17RIK	1	1	28	20	0.15317347094063
1700049L16RIK	1	1	0	0	0
1700051A21RIK	1	1	20	12	0.0346300949892034
1700052I22RIK	1	1	0	0	0
1700052K11RIK	1	0.710362661526393	24	6	0.188995500475541
1700054A03RIK	1	1	0	0	0
1700054K19RIK	1	1	0	0	0
1700054M17RIK	1	1	24	10	0.0623575550018199
1700055C04RIK	1	1	0	0	0
1700056E22RIK	1	0.583353997123441	20	12	0.0542488786992413
1700057G04RIK	1	1	0	0	0
1700057H15RIK	1	1	24	22	0.0135619545097674
1700057H21RIK	1	1	0	0	0
1700060C16RIK	1	1	0	0	0
1700060C20RIK	1	1	24	18	0.0355305601197054
1700061F12RIK	1	1	0	0	0
1700061G19RIK	1	1	28	24	0.0296460881973491
1700061I17RIK	1	1	0	0	0
1700061J23RIK	1	1	0	0	0
1700063A18RIK	1	1	0	0	0
1700063D05RIK	1	0.195687736186953	20	10	0.352307821998214
1700063O14RIK	1	1	0	0	0
1700064J06RIK	1	1	0	0	0
1700064M15RIK	1	0.475764435488483	24	18	0.111122537770247
1700065D16RIK	1	1	20	8	0.0534766473835075
1700065I16RIK	1	1	0	0	0
1700065J11RIK	1	1	0	0	0
1700065J18RIK	1	1	24	18	0.131355691207119
1700065L07RIK	1	1	0	0	0
1700065O20RIK	1	1	0	0	0
1700066B17RIK	1	1	0	0	0
1700066B19RIK	1	1	28	26	0.00547618846689922
1700066J03RIK	1	1	24	10	0.0886506842641386
1700066M21RIK	1	0.859241172625395	28	10	0.422369022538348
1700066N21RIK	1	1	0	0	0
1700066O22RIK	1	1	0	0	0
1700067G17RIK	1	1	0	0	0
1700067K01RIK	1	1	20	4	0.046444894708676
1700067P10RIK	1	1	0	0	0
1700069L16RIK	1	1	20	0	0.0316062942608154
1700069P05RIK	1	1	0	0	0
1700071K01RIK	1	1	20	6	0.0144758193137729
1700071M16RIK	1	1	20	0	0.817556860407888
1700072B07RIK	1	1	0	0	0
1700072I22RIK	1	1	0	0	0
1700072O05RIK	1	1	0	0	0
1700073E17RIK	1	1	20	8	0.0149156220540014
1700074H08RIK	1	1	0	0	0
1700074P13RIK	1	1	0	0	0
1700080E11RIK	1	1	0	0	0
1700080N15RIK	1	1	20	6	0.0680950547797067
1700080O16RIK	1	1	0	0	0
1700081H04RIK	1	1	0	0	0
1700084C01RIK	0.785364429348212	0.0537425917725344	28	22	2.5399982687002
1700084D21RIK	1	1	0	0	0
1700084E18RIK	1	1	20	0	0.244759355453474
1700084F23RIK	1	1	0	0	0
1700084J12RIK	1	1	0	0	0
1700084M14RIK	1	1	0	0	0
1700085C21RIK	1	1	0	0	0
1700086L19RIK	1	0.710362661526393	28	12	1.78692954673652
1700086O06RIK	1	1	28	0	0.135453375004095
1700088E04RIK	1	0.583353997123441	24	4	0.979342891943368
1700091H14RIK	1	1	28	26	0.0563295404028828
1700092C02RIK	1	1	0	0	0
1700092C10RIK	1	1	0	0	0
1700092E19RIK	1	1	0	0	0
1700092K14RIK	1	0.529559216305962	0	0	0
1700092M07RIK	1	1	28	22	0.103995608522668
1700093K21RIK	1	1	24	10	0.0535055680508581
1700094D03RIK	1	0.385279521298535	24	4	0.794703169239937
1700094J05RIK	1	0.710362661526393	20	10	0.0218298005487911
1700094M24RIK	1	1	0	0	0
1700095A21RIK	1	1	0	0	0
1700095B10RIK	1	1	20	2	0.0294459416229342
1700095J12RIK	1	1	0	0	0
1700096J18RIK	1	0.195687736186953	20	12	0.11982677475928
1700096K18RIK	0.862640188522739	0.0708296121275345	24	8	0.238089924293323
1700096P03RIK	1	1	0	0	0
1700097N02RIK	1	1	28	18	0.0182522645000559
1700099I09RIK	1	0.583353997123441	28	16	0.0987616041283251
1700100I10RIK	1	1	0	0	0
1700100L14RIK	1	1	0	0	0
1700101E01RIK	1	0.309738885900378	24	2	0.314436243458034
1700101I11RIK	1	0.583353997123441	28	4	0.168712142457204
1700101O22RIK	1	1	0	0	0
1700102H20RIK	1	1	20	10	0.356409394882486
1700102P08RIK	0.117893420026799	4.53884408746736e-05	28	22	0.248297717786531
1700104L18RIK	1	1	0	0	0
1700105P06RIK	1	0.710362661526393	28	14	0.0598452753189423
1700106J16RIK	1	1	24	10	0.0189779681895876
1700108F19RIK	1	1	24	6	0.0194717408548902
1700108J01RIK	1	1	0	0	0
1700109G14RIK	1	0.221418114030513	24	20	0.0271394653687209
1700109G15RIK	1	1	0	0	0
1700109H08RIK	1	1	28	20	0.0944383532681505
1700109I08RIK	1	1	0	0	0
1700109K24RIK	1	0.710362661526393	24	20	0.101402647956057
1700110C19RIK	1	1	28	20	0.147807237578205
1700110I01RIK	1	0.475764435488483	24	22	0.0129160124651535
1700110I07RIK	1	1	0	0	0
1700110K17RIK	1	1	20	0	0.0457597082377063
1700111N16RIK	1	1	0	0	0
1700112E06RIK	1	1	20	16	0.0958827956454194
1700112H15RIK	1	1	0	0	0
1700112J05RIK	1	1	0	0	0
1700112J16RIK	1	1	28	12	0.55549601623234
1700113A16RIK	1	0.710362661526393	28	0	1.21403163261918
1700113B09RIK	1	1	0	0	0
1700113H08RIK	1	1	28	0	0.0193336429005245
1700116B05RIK	1	1	0	0	0
1700119H24RIK	1	1	0	0	0
1700120C14RIK	1	1	20	6	0.266970286557325
1700120E14RIK	1	1	0	0	0
1700120G07RIK	1	1	0	0	0
1700120K04RIK	1	1	28	2	0.0930863651025219
1700121L16RIK	1	1	0	0	0
1700121N20RIK	1	1	0	0	0
1700122C19RIK	1	1	0	0	0
1700122O11RIK	1	1	0	0	0
1700123I01RIK	1	0.945897051104224	24	16	0.0137122854114477
1700123J17RIK	1	1	20	10	0.00643397167308421
1700123K08RIK	1	1	20	6	0.018913833604534
1700123L14RIK	1	0.859241172625395	24	2	0.0168121001188132
1700123M08RIK	0.707005438923323	0.040394502815343	20	0	0.0424051936677573
1700123O12RIK	1	1	0	0	0
1700123O20RIK	1	1	24	22	0.205365022460008
1700123O21RIK	1	1	0	0	0
1700124L16RIK	1	1	20	4	0.438130432690996
1700125G02RIK	1	1	20	14	0.116829243047813
1700125G22RIK	1	0.221418114030513	28	20	0.0268771994635788
1700125H03RIK	1	0.385279521298535	24	20	0.0621719394717585
1700125H20RIK	1	1	20	14	0.0167399752271322
1700126H18RIK	1	1	0	0	0
1700128A07RIK	1	1	0	0	0
1700128F08RIK	1	1	0	0	0
1700129C05RIK	1	1	0	0	0
1810006J02RIK	1	1	0	0	0
1810007C17RIK	1	1	20	16	0.0465938113967939
1810007D17RIK	1	1	0	0	0
1810008I18RIK	1	1	28	2	0.0827533429983647
1810009A15RIK	1	0.583353997123441	20	12	1.36994867787082
1810009J06RIK	1	1	0	0	0
1810010D01RIK	1	0.859241172625395	28	26	0.0997678170779535
1810010H24RIK	1	0.583353997123441	24	6	0.286109545803701
1810011H11RIK	1	1	20	14	0.0474634820269752
1810011O10RIK	0.438222510344899	0.00829789605146629	24	16	0.195193291412641
1810012K16RIK	1	1	24	18	0.0443794358008301
1810013A23RIK	1	1	0	0	0
1810013L24RIK	1	1	24	12	0.430910872455081
1810014B01RIK	1	0.309738885900378	24	10	0.32704395736659
1810018F18RIK	1	1	0	0	0
1810019D21RIK	1	0.583353997123441	24	20	0.0130068049758578
1810020O05RIK	1	1	20	8	0.116841440639789
1810021B22RIK	1	1	20	8	0.182221417511773
1810022K09RIK	0.950645744712646	0.0925030711091867	20	12	10.4382749485368
1810024B03RIK	1	1	24	10	0.0428648130755285
1810026B05RIK	0.535611948561039	0.0161479984491827	20	10	0.242495199540115
1810026J23RIK	1	1	20	2	0.758601832526459
1810030O07RIK	1	1	28	0	0.402301332088274
1810032O08RIK	1	1	24	10	0.22348816926182
1810034E14RIK	1	0.195687736186953	28	26	0.0348108668378137
1810037I17RIK	1	1	24	6	5.46084424974747
1810041H14RIK	1	1	24	0	0.310308154069467
1810041L15RIK	1	0.859241172625395	28	16	1.52240089989464
1810043G02RIK	1	1	20	10	1.26625146840981
1810043H04RIK	0.862640188522739	0.0708296121275345	28	0	5.89861405798006
1810044D09RIK	1	0.247148491874073	24	6	0.297055558776469
1810046K07RIK	1	1	28	0	0.0157549047702612
1810053B23RIK	1	1	0	0	0
1810055G02RIK	0.950645744712646	0.0925030711091867	24	12	0.402039702579236
1810058I24RIK	1	0.247148491874073	24	6	1.41025376439845
1810062G17RIK	1	0.475764435488483	20	14	0.0555694006131072
1810062O18RIK	0.707005438923323	0.040394502815343	24	8	0.165577538096204
1810063I02RIK	1	1	0	0	0
1810064F22RIK	1	1	20	4	0.0203145414273864
1810065E05RIK	1	1	0	0	0
2010001A14RIK	1	0.385279521298535	28	2	0.774953676841397
2010001E11RIK	0.862640188522739	0.0708296121275345	20	4	0.0298608718821345
2010003K11RIK	1	1	24	0	0.0132955873852944
2010005H15RIK	1	0.309738885900378	24	10	0.839851937218698
2010009K17RIK	1	1	28	14	0.0401668471519112
2010010A06RIK	1	1	20	6	0.0362597463101345
2010012O05RIK	0.862640188522739	0.0708296121275345	24	10	0.887277589032881
2010016I18RIK	1	1	28	24	0.0170033017924461
2010106C02RIK	1	1	0	0	0
2010106E10RIK	1	1	28	10	0.00572311015488956
2010107E04RIK	1	1	24	6	30.3115463891237
2010107G12RIK	1	0.385279521298535	24	4	0.0448609755188182
2010107G23RIK	1	0.710362661526393	24	8	0.55507882323144
2010109A12RIK	1	1	28	26	0.0589147935055789
2010109I03RIK	1	0.583353997123441	20	10	0.0152910073664638
2010111I01RIK	1	1	28	24	0.649696781622011
2010204K13RIK	1	0.859241172625395	24	6	6.73370716656138
2010300C02RIK	1	1	28	22	1.49773701536685
2010308F09RIK	1	1	20	8	0.0498181476083264
2010310C07RIK	1	1	0	0	0
2010315B03RIK	0.785364429348212	0.0537425917725344	24	0	0.4718028576111
2010320M18RIK	0.707005438923323	0.040394502815343	24	6	1.22277854350246
2200002D01RIK	1	0.278443688887225	28	6	0.137994009668898
2200002J24RIK	1	1	0	0	0
2210010C04RIK	1	1	0	0	0
2210011C24RIK	0.637611325328432	0.0300656289114039	24	8	0.107410934275799
2210013O21RIK	1	1	28	6	3.02054803719458
2210015D19RIK	1	0.195687736186953	28	0	0.407328861302511
2210016F16RIK	1	0.385279521298535	24	4	0.411316943548404
2210016L21RIK	1	1	28	6	6.14694995953278
2210018M11RIK	1	0.119750703967856	28	14	0.361642692170048
2210019I11RIK	1	1	0	0	0
2210039B01RIK	1	0.195687736186953	28	26	0.413021070891062
2210404E10RIK	1	1	0	0	0
2210404O09RIK	1	0.119750703967856	20	10	0.253430605911165
2210406O10RIK	1	0.583353997123441	24	8	0.125044763185029
2210407C18RIK	1	0.945897051104224	24	12	0.0175709671163826
2210408F21RIK	1	1	24	22	0.626178410079747
2210408I21RIK	1	0.153711924959646	28	10	0.471102821897726
2210409D07RIK	0.707005438923323	0.040394502815343	24	4	0.0695633266555015
2210409E12RIK	1	1	0	0	0
2210414B05RIK	1	1	0	0	0
2210416O15RIK	0.583648406368969	0.022151118355579	28	24	0.432657426204613
2210417A02RIK	1	1	0	0	0
2210420H20RIK	1	1	20	8	0.038070204835015
2300002M23RIK	1	1	20	0	0.0114390785312891
2300003K06RIK	1	1	0	0	0
2300005B03RIK	1	1	0	0	0
2300009A05RIK	1	1	20	8	1.02898178798266
2310001H17RIK	1	0.475764435488483	24	6	0.154713549510054
2310001K24RIK	1	0.195687736186953	20	0	0.0508335529461103
2310002D06RIK	0.535611948561039	0.0161479984491827	24	0	0.298512198745713
2310002F09RIK	1	1	20	18	0.0158506116730948
2310002L09RIK	1	1	0	0	0
2310003N18RIK	1	0.945897051104224	28	12	0.093132327043299
2310005A03RIK	1	1	28	18	0.00902812725015548
